STUDY,CONDITION,ID,USUBJID,TIME,DV,YTYPE,IXGDF,MDV,AMT,ADM,TINF,NT,TIMEUNIT,NAME,ADDL,II,UNIT,TRTNAME,TRT,DOSE,ROUTE,EVID,CENS,RATE,TAD,TIMEPOS,WT,LVW,CMT2
1,1,79,79,0,.,.,178,1,280000,1,0,1,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,1,0,28,1.4,2
1,1,79,79,1,309.4,1,179,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,1,1,28,1.4,2
1,1,80,80,0,.,.,180,1,280000,1,0,1,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,1,0,28,1.4,2
1,1,80,80,1,72.4,1,181,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,1,1,28,1.4,2
1,1,81,81,0,.,.,182,1,280000,1,0,1,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,1,0,28,1.4,2
1,1,81,81,1,17.6,1,183,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,1,1,28,1.4,2
1,1,82,82,0,.,.,184,1,280000,1,0,2,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,2,0,28,1.4,2
1,1,82,82,2,4.5,1,185,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,2,2,28,1.4,2
1,1,83,83,0,.,.,186,1,280000,1,0,2,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,2,0,28,1.4,2
1,1,83,83,2,4.5,1,187,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,2,2,28,1.4,2
1,1,84,84,0,.,.,188,1,280000,1,0,2,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,2,0,28,1.4,2
1,1,84,84,2,9.8,1,189,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,2,2,28,1.4,2
1,1,85,85,0,.,.,190,1,280000,1,0,4,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,4,0,28,1.4,2
1,1,85,85,4,5.4,1,191,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,4,4,28,1.4,2
1,1,86,86,0,.,.,192,1,280000,1,0,4,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,4,0,28,1.4,2
1,1,86,86,4,0.2,1,193,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,4,4,28,1.4,2
1,1,87,87,0,.,.,194,1,280000,1,0,4,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,4,0,28,1.4,2
1,1,87,87,4,13.6,1,195,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,4,4,28,1.4,2
1,1,88,88,0,.,.,196,1,280000,1,0,6,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,6,0,28,1.4,2
1,1,88,88,6,16.1,1,197,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,6,6,28,1.4,2
1,1,89,89,0,.,.,198,1,280000,1,0,6,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,6,0,28,1.4,2
1,1,89,89,6,0.4,1,199,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,6,6,28,1.4,2
1,1,90,90,0,.,.,200,1,280000,1,0,6,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,6,0,28,1.4,2
1,1,90,90,6,0.6,1,201,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,6,6,28,1.4,2
1,1,91,91,0,.,.,202,1,280000,1,0,8,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,8,0,28,1.4,2
1,1,91,91,8,0.5,1,203,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,8,8,28,1.4,2
1,1,92,92,0,.,.,204,1,280000,1,0,8,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,8,0,28,1.4,2
1,1,92,92,8,0.6,1,205,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,8,8,28,1.4,2
1,1,93,93,0,.,.,206,1,280000,1,0,8,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,8,0,28,1.4,2
1,1,93,93,8,3.5,1,207,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,8,8,28,1.4,2
1,1,94,94,0,.,.,208,1,280000,1,0,12,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,12,0,28,1.4,2
1,1,94,94,12,0.4,1,209,0,NA,.,0,12,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,12,12,28,1.4,2
1,1,95,95,0,.,.,210,1,280000,1,0,12,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,12,0,28,1.4,2
1,1,95,95,12,0.6,1,211,0,NA,.,0,12,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,12,12,28,1.4,2
1,1,96,96,0,.,.,212,1,280000,1,0,12,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,12,0,28,1.4,2
1,1,96,96,12,6.8,1,213,0,NA,.,0,12,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,12,12,28,1.4,2
1,1,97,97,0,.,.,214,1,280000,1,0,24,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,24,0,28,1.4,2
1,1,97,97,24,0.4,1,215,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,24,24,28,1.4,2
1,1,98,98,0,.,.,216,1,280000,1,0,24,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,24,0,28,1.4,2
1,1,98,98,24,2.2,1,217,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,24,24,28,1.4,2
1,1,99,99,0,.,.,218,1,280000,1,0,24,HOURS,INPUT1,0,0,,QD,1,10,IV,1,0,NA,24,0,28,1.4,2
1,1,99,99,24,0.9,1,219,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,10,1,0,0,NA,24,24,28,1.4,2
1,1,103,103,0,.,.,220,1,280000,1,0,0.25,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,0.25,0,28,1.4,1
1,1,103,103,0,0,1,221,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,0.25,0,28,1.4,2
1,1,103,103,0.25,17.2,1,222,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,0.25,0.25,28,1.4,2
1,1,104,104,0,.,.,223,1,280000,1,0,0.25,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,0.25,0,28,1.4,1
1,1,104,104,0,0,1,224,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,0.25,0,28,1.4,2
1,1,104,104,0.25,12.8,1,225,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,0.25,0.25,28,1.4,2
1,1,105,105,0,.,.,226,1,280000,1,0,0.25,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,0.25,0,28,1.4,1
1,1,105,105,0,0,1,227,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,0.25,0,28,1.4,2
1,1,105,105,0.25,42.3,1,228,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,0.25,0.25,28,1.4,2
1,1,106,106,0,.,.,229,1,280000,1,0,0.5,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,0.5,0,28,1.4,1
1,1,106,106,0,0,1,230,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,0.5,0,28,1.4,2
1,1,106,106,0.5,8.7,1,231,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,0.5,0.5,28,1.4,2
1,1,107,107,0,.,.,232,1,280000,1,0,0.5,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,0.5,0,28,1.4,1
1,1,107,107,0,0,1,233,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,0.5,0,28,1.4,2
1,1,107,107,0.5,13.4,1,234,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,0.5,0.5,28,1.4,2
1,1,108,108,0,.,.,235,1,280000,1,0,0.5,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,0.5,0,28,1.4,1
1,1,108,108,0,0,1,236,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,0.5,0,28,1.4,2
1,1,108,108,0.5,12.6,1,237,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,0.5,0.5,28,1.4,2
1,1,109,109,0,.,.,238,1,280000,1,0,1,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,1,0,28,1.4,1
1,1,109,109,0,0,1,239,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,1,0,28,1.4,2
1,1,109,109,1,8.3,1,240,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,1,1,28,1.4,2
1,1,110,110,0,.,.,241,1,280000,1,0,1,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,1,0,28,1.4,1
1,1,110,110,0,0,1,242,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,1,0,28,1.4,2
1,1,110,110,1,5.6,1,243,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,1,1,28,1.4,2
1,1,111,111,0,.,.,244,1,280000,1,0,1,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,1,0,28,1.4,1
1,1,111,111,0,0,1,245,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,1,0,28,1.4,2
1,1,111,111,1,8.9,1,246,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,1,1,28,1.4,2
1,1,112,112,0,.,.,247,1,280000,1,0,2,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,2,0,28,1.4,1
1,1,112,112,0,0,1,248,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,2,0,28,1.4,2
1,1,112,112,2,25.7,1,249,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,2,2,28,1.4,2
1,1,113,113,0,.,.,250,1,280000,1,0,2,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,2,0,28,1.4,1
1,1,113,113,0,0,1,251,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,2,0,28,1.4,2
1,1,113,113,2,0.4,1,252,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,2,2,28,1.4,2
1,1,114,114,0,.,.,253,1,280000,1,0,2,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,2,0,28,1.4,1
1,1,114,114,0,0,1,254,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,2,0,28,1.4,2
1,1,114,114,2,24,1,255,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,2,2,28,1.4,2
1,1,115,115,0,.,.,256,1,280000,1,0,4,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,4,0,28,1.4,1
1,1,115,115,0,0,1,257,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,4,0,28,1.4,2
1,1,115,115,4,1.7,1,258,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,4,4,28,1.4,2
1,1,116,116,0,.,.,259,1,280000,1,0,4,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,4,0,28,1.4,1
1,1,116,116,0,0,1,260,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,4,0,28,1.4,2
1,1,116,116,4,0.9,1,261,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,4,4,28,1.4,2
1,1,117,117,0,.,.,262,1,280000,1,0,4,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,4,0,28,1.4,1
1,1,117,117,0,0,1,263,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,4,0,28,1.4,2
1,1,117,117,4,0.3,1,264,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,4,4,28,1.4,2
1,1,118,118,0,.,.,265,1,280000,1,0,6,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,6,0,28,1.4,1
1,1,118,118,0,0,1,266,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,6,0,28,1.4,2
1,1,118,118,6,0.9,1,267,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,6,6,28,1.4,2
1,1,119,119,0,.,.,268,1,280000,1,0,6,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,6,0,28,1.4,1
1,1,119,119,0,0,1,269,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,6,0,28,1.4,2
1,1,119,119,6,3,1,270,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,6,6,28,1.4,2
1,1,120,120,0,.,.,271,1,280000,1,0,6,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,6,0,28,1.4,1
1,1,120,120,0,0,1,272,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,6,0,28,1.4,2
1,1,120,120,6,3.8,1,273,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,6,6,28,1.4,2
1,1,121,121,0,.,.,274,1,280000,1,0,8,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,8,0,28,1.4,1
1,1,121,121,0,0,1,275,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,8,0,28,1.4,2
1,1,121,121,8,0.8,1,276,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,8,8,28,1.4,2
1,1,122,122,0,.,.,277,1,280000,1,0,8,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,8,0,28,1.4,1
1,1,122,122,0,0,1,278,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,8,0,28,1.4,2
1,1,122,122,8,1.2,1,279,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,8,8,28,1.4,2
1,1,123,123,0,.,.,280,1,280000,1,0,8,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,8,0,28,1.4,1
1,1,123,123,0,0,1,281,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,8,0,28,1.4,2
1,1,123,123,8,0.9,1,282,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,8,8,28,1.4,2
1,1,124,124,0,.,.,283,1,280000,1,0,12,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,12,0,28,1.4,1
1,1,124,124,0,0,1,284,0,NA,.,0,12,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,12,0,28,1.4,2
1,1,124,124,12,2.8,1,285,0,NA,.,0,12,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,12,12,28,1.4,2
1,1,125,125,0,.,.,286,1,280000,1,0,12,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,12,0,28,1.4,1
1,1,125,125,0,0,1,287,0,NA,.,0,12,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,12,0,28,1.4,2
1,1,125,125,12,56.2,1,288,0,NA,.,0,12,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,12,12,28,1.4,2
1,1,126,126,0,.,.,289,1,280000,1,0,12,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,12,0,28,1.4,1
1,1,126,126,0,0,1,290,0,NA,.,0,12,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,12,0,28,1.4,2
1,1,126,126,12,0.8,1,291,0,NA,.,0,12,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,12,12,28,1.4,2
1,1,127,127,0,.,.,292,1,280000,1,0,24,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,24,0,28,1.4,1
1,1,127,127,0,0,1,293,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,24,0,28,1.4,2
1,1,127,127,24,3.9,1,294,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,24,24,28,1.4,2
1,1,128,128,0,.,.,295,1,280000,1,0,24,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,24,0,28,1.4,1
1,1,128,128,0,0,1,296,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,24,0,28,1.4,2
1,1,128,128,24,0.4,1,297,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,24,24,28,1.4,2
1,1,129,129,0,.,.,298,1,280000,1,0,24,HOURS,INPUT1,0,0,,QD,1,10,PO,1,0,NA,24,0,28,1.4,1
1,1,129,129,0,0,1,299,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,24,0,28,1.4,2
1,1,129,129,24,1.4,1,300,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,10,.,0,0,NA,24,24,28,1.4,2
1,1,133,133,0,.,.,301,1,7.00E+05,1,0,0.25,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,0.25,0,28,1.4,1
1,1,133,133,0,0,1,302,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,0.25,0,28,1.4,2
1,1,133,133,0.25,79.8,1,303,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,0.25,0.25,28,1.4,2
1,1,134,134,0,.,.,304,1,7.00E+05,1,0,0.25,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,0.25,0,28,1.4,1
1,1,134,134,0,0,1,305,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,0.25,0,28,1.4,2
1,1,134,134,0.25,68.5,1,306,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,0.25,0.25,28,1.4,2
1,1,135,135,0,.,.,307,1,7.00E+05,1,0,0.25,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,0.25,0,28,1.4,1
1,1,135,135,0,0,1,308,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,0.25,0,28,1.4,2
1,1,135,135,0.25,68.2,1,309,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,0.25,0.25,28,1.4,2
1,1,136,136,0,.,.,310,1,7.00E+05,1,0,0.5,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,0.5,0,28,1.4,1
1,1,136,136,0,0,1,311,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,0.5,0,28,1.4,2
1,1,136,136,0.5,51,1,312,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,0.5,0.5,28,1.4,2
1,1,137,137,0,.,.,313,1,7.00E+05,1,0,0.5,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,0.5,0,28,1.4,1
1,1,137,137,0,0,1,314,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,0.5,0,28,1.4,2
1,1,137,137,0.5,33.7,1,315,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,0.5,0.5,28,1.4,2
1,1,138,138,0,.,.,316,1,7.00E+05,1,0,0.5,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,0.5,0,28,1.4,1
1,1,138,138,0,0,1,317,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,0.5,0,28,1.4,2
1,1,138,138,0.5,4.6,1,318,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,0.5,0.5,28,1.4,2
1,1,139,139,0,.,.,319,1,7.00E+05,1,0,1,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,1,0,28,1.4,1
1,1,139,139,0,0,1,320,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,1,0,28,1.4,2
1,1,139,139,1,114.8,1,321,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,1,1,28,1.4,2
1,1,140,140,0,.,.,322,1,7.00E+05,1,0,1,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,1,0,28,1.4,1
1,1,140,140,0,0,1,323,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,1,0,28,1.4,2
1,1,140,140,1,17.8,1,324,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,1,1,28,1.4,2
1,1,141,141,0,.,.,325,1,7.00E+05,1,0,1,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,1,0,28,1.4,1
1,1,141,141,0,0,1,326,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,1,0,28,1.4,2
1,1,141,141,1,32.7,1,327,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,1,1,28,1.4,2
1,1,142,142,0,.,.,328,1,7.00E+05,1,0,2,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,2,0,28,1.4,1
1,1,142,142,0,0,1,329,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,2,0,28,1.4,2
1,1,142,142,2,3.6,1,330,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,2,2,28,1.4,2
1,1,143,143,0,.,.,331,1,7.00E+05,1,0,2,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,2,0,28,1.4,1
1,1,143,143,0,0,1,332,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,2,0,28,1.4,2
1,1,143,143,2,72.6,1,333,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,2,2,28,1.4,2
1,1,144,144,0,.,.,334,1,7.00E+05,1,0,2,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,2,0,28,1.4,1
1,1,144,144,0,0,1,335,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,2,0,28,1.4,2
1,1,144,144,2,2.2,1,336,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,2,2,28,1.4,2
1,1,145,145,0,.,.,337,1,7.00E+05,1,0,4,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,4,0,28,1.4,1
1,1,145,145,0,0,1,338,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,4,0,28,1.4,2
1,1,145,145,4,2.5,1,339,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,4,4,28,1.4,2
1,1,146,146,0,.,.,340,1,7.00E+05,1,0,4,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,4,0,28,1.4,1
1,1,146,146,0,0,1,341,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,4,0,28,1.4,2
1,1,146,146,4,14.4,1,342,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,4,4,28,1.4,2
1,1,147,147,0,.,.,343,1,7.00E+05,1,0,4,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,4,0,28,1.4,1
1,1,147,147,0,0,1,344,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,4,0,28,1.4,2
1,1,147,147,4,2.3,1,345,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,4,4,28,1.4,2
1,1,148,148,0,.,.,346,1,7.00E+05,1,0,6,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,6,0,28,1.4,1
1,1,148,148,0,0,1,347,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,6,0,28,1.4,2
1,1,148,148,6,1.1,1,348,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,6,6,28,1.4,2
1,1,149,149,0,.,.,349,1,7.00E+05,1,0,6,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,6,0,28,1.4,1
1,1,149,149,0,0,1,350,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,6,0,28,1.4,2
1,1,149,149,6,4.8,1,351,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,6,6,28,1.4,2
1,1,150,150,0,.,.,352,1,7.00E+05,1,0,6,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,6,0,28,1.4,1
1,1,150,150,0,0,1,353,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,6,0,28,1.4,2
1,1,150,150,6,5.9,1,354,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,6,6,28,1.4,2
1,1,151,151,0,.,.,355,1,7.00E+05,1,0,8,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,8,0,28,1.4,1
1,1,151,151,0,0,1,356,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,8,0,28,1.4,2
1,1,151,151,8,0.7,1,357,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,8,8,28,1.4,2
1,1,152,152,0,.,.,358,1,7.00E+05,1,0,8,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,8,0,28,1.4,1
1,1,152,152,0,0,1,359,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,8,0,28,1.4,2
1,1,152,152,8,0.7,1,360,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,8,8,28,1.4,2
1,1,153,153,0,.,.,361,1,7.00E+05,1,0,8,HOURS,INPUT1,0,0,,QD,1,25,PO,1,0,NA,8,0,28,1.4,1
1,1,153,153,0,0,1,362,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,25,.,0,0,NA,8,0,28,1.4,2
